"transcriber","alignment"
"C","b2b2--b2D3D3D3D3--b2D3F3D3F3F3F3D3F3D3b2D3D3F3D3F3F3F3D3--F3D3F3b2"
"oaf","a2b2A2b2d3D3e3D3A2b2D3E3C3F3F3--D3d3--b2d3D3d3D3d3E3e3D3E3F3D3a2--"
