"transcriber","alignment"
"B","b2b2b2D3D3D3D3b2D3F3D3F3F3F3D3F3F3F3b2D3D3D3D3D3F3D3F3F3F3D3F3b2"
"ss-pnn","b2d3--D3A2D3E3F3D3--D3------D3------b2d3D3d3D3--F3D3F3E3F3D3----"
