"transcriber","alignment"
"C","e4e4d4e4d4B3b3a3g3b3b3a3b3B3b3a3e4d4B3b3a3g3g3g3g3d4d4d4e4e4d4e4d4B3b3a3g3b3b3a3b3B3"
"ad-nnmf","XX----------------------------------------------------------------------------------"
