"transcriber","alignment"
"B","E4E4g4g4E4E4E4E4E4E4E4g4E4E4d4d4A3A3d4D4d4B3d4d4D4d4B3"
"oaf","E4e4----E4E4F4E4e4E4E4--E4E4e4e4C4--d4a3b3--d4C4A3d4B3"
