"transcriber","alignment"
"B","e4e4d4e4d4B3b3a3g3b3b3a3b3B3b3a3e4d4B3b3a3g3g3g3g3d4d4d4e4e4d4e4d4B3b3a3g3b3b3a3b3B3"
"tony (note)","e4--d4e4d4--b3a3g3B3b3a3b3----a3E4d4--b3a3F3g3g3--d4D4--e4e4d4D4d4--b3a3F3b3--a3b3b3"
