"transcriber","alignment"
"B","g4g4g4g4E4d4g4g4g4g4E4d4g4g4g4g4E4d4g4g4g4g4g4E4d4g4g4g4g4g4g4E4d4g4g4g4g4g4g4g4E4d4g4g4g4g4E4d4"
"crepe","b4g4D4D4D4d4g4--------d4--------E4--g4----------d4----------------------------------------------"
