"transcriber","alignment"
"C","B2B2B2E3E3E3E3e3d3E3B2B2B2B2E3E3E3e3d3E3e3d3"
"ss-pnn","B2e3--E3C3E3E3F3b2--B2e3----E3C3E3----E3--d3"
