"transcriber","alignment"
"A","D3A2A2A2A2g2A2g2A2E2E2E2E2D2A2g2A2E2E2E2E2A2g2D3A2A2A2A2g2A2g2A2E2E2E2E2D2A2g2A2E2E2E2E2D2"
"spice","XX----------------------------------------------------------------------------------------"
