"transcriber","alignment"
"Pub","e4--e4e4D4e4F4e4D4D4D4C4D4D4e4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4e4"
"oaf","e4D4e4e4D4E4d4--D4d4C4C4b3D4--F4E4F4E4F4F4E4F4F4F4F4--------------"
