"transcriber","alignment"
"A","F2b2b2D3D3b2D3F3D3F3F3F3D3D3b2D3D3D3D3F3D3F3F3F3D3D3b2"
"melodia","a3b3d4D4A2b2D3E3C3D3F3D3e3b3d3D3d3D3d3E3E3F3E3F3D3D3--"
