"transcriber","alignment"
"C","a3d4e4E4E4E4g4e4E4E4g4e4E4E4E4e4d4C4d4C4d4e4E4g4E4e4E4e4g4E4e4d4B3d4e4E4E4e4g4E4e4E4E4g4e4E4E4E4e4d4B3d4"
"stf","--d4--E4F4E4F4------------------d4C4d4D4----E4g4E4e4e4D4D4E4e4d4----e4E4----g4E4e4E4----e4C4------d4----"
