"transcriber","alignment"
"C","--B3b3a3b3a3a3G3b3a3a3a3b3a3G3E3E3e3d3e3E3a3a3G3E3e3e3"
"melodia","b3B3b3a3b3a3--G3b3a4a3------G3B4a4b4B4a4e5D5E5e5------"
