"transcriber","alignment"
"C","B3b3a3b3a3a3G3b3a3a3a3b3a3G3E3E3e3d3e3E3a3a3G3E3e3e3"
"oaf","A3b3B3B3B3b3--b3a3a3G3g3G3G3G3a3G3d3e3--a3G3e3E3D3--"
