"transcriber","alignment"
"A","B3D4D4D4D4B3d4b3B3D4D4B3C4D4D4B3C4B3D4D4D4D4b3C4A3B3G3D4D4b3B3D4D4b3B3B3D4D4D4D4B3d4d4"
"tony (note)","--D4D4D4b3C4--b3e4----B3A3d4b3b3--B3d4D4D4B3b3g3C4B3B3g3D4--B3----b3e4D4D4D4B3d4B3G3D4"
