"transcriber","alignment"
"Cons","D3A2A2A2A2g2A2g2A2E2E2g2E2D2A2g2A2E2E2g2E2D2A2g2D3A2A2A2A2g2A2g2A2E2E2g2E2D2A2g2A2E2E2g2E2D2"
"tony (frame)","b2A2------g2a2a2e2E2--------A2g2--E2E2------A2F2--A2------g2--g2--E2F2------A2g2a2E2--------"
