"transcriber","alignment"
"Cons","e4e4D4F4e4D4D4C4C4C4b3D4e4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4e4"
"tony (frame)","e4D4E4F4e4d4D4d4C4----D4--F4F4F4F4F4F4E4----------------------e4"
