"transcriber","alignment"
"A","e5d5d5B4B4A4B4F4A4g4g4D4g4G4G4D5D5D5C5E5D5G4D5D5C5A4C5"
"spice","e5d5d5C5B4A4B4F4--g4--D4g4G4g4D5d5B4e5d5g4--D5d5b4a4--"
