"transcriber","alignment"
"Pub","e4e4e4D4e4F4e4D4D4D4C4D4D4e4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4e4"
"ss-pnn","e4----D4--F4--D4C4--C4D4----F4F4F4F4F4F4------------------------"
