"transcriber","alignment"
"Cons","C4C4b3a3B3C4e4b3C4C4C4b3a3b3C4C4C4b3C4e4C4b3a3C4e4b3C4b3a3b3e4a3C4b3b3"
"stf","C4------B3C4--b3--------a3b3------b3C4------a3----b3B3--a3b3------b3b3"
