"transcriber","alignment"
"B","e4e4G4b4b4b4a4G4F4e4C5C5C5a4G4F4e4C4b3b3e4e4G4F4F4b4a4F4e4"
"spice","e4b4G4C5----a4G4------------G4F4b3--b3F4e4e4--------a4D4e4"
