"transcriber","alignment"
"A","A3A3A3g3E3D3D3g3D3E3D3D3g3A2B2A2A2A2A3A3D4D4D4A3D4A3A3A3g3A3g3E3D3D3g3D3E3D3D3g3A2B2A2A2"
"ss-pnn","b3b3--g3F3e3------E3e3d3F3----------A3b3D4D4b3----------g3b3--E3--------E3e3------------"
