"transcriber","alignment"
"A","B3b3a3G3b3a3a3G3b3a3a3a3b3a3G3F3e3d3e3A3a3E3e3E3e3"
"ss-pnn","B3b3a3----a3--G3b3a3--------G3E3e3--e3E3a3E3e3----"
