"transcriber","alignment"
"Cons","B3d4d4d4d4B3d4d4d4d4a3a3g3B3d4d4d4d4B3E4E4E4d4B3a3g3"
"madmom","g4d4d4d4d4g4d4d4d4--------B3e4d4a3F3--------------g3"
