"transcriber","alignment"
"C","e5d5d5B4A4B4g4A4G4E4G4G4D5d5B4e5d5g4e5--d5B4a4B4"
"madmom","--d5d5B4F4--g4G4D4F4g4G4D5d5--e5d5G4e5D5d5d5a4b4"
