"transcriber","alignment"
"Cons","b3D4D4D4D4b3C4b3b3D4D4b3b3D4D4b3b3b3D4D4D4D4b3C4b3b3D4D4b3b3D4D4b3b3D4D4D4D4D4b3C4b3b3D4"
"oaf","d4D4------b3A3b3A3d4--b3A3B3D4A3B3b3----------C4B3b3D4B3b3d4D4--b3--------------C4B3----"
