"transcriber","alignment"
"A","B3d4b3d4d4d4d4d4d4d4d4d4d4d4d4d4b3g3F3F3F3F3F3F3a3B3B3B3B3a3a3b3a3"
"tony (frame)","d4C4C4d4g2g2d4C4g2C4d4B3d3d4C4d4C4C4d4G3d4g2g2g2g2g2d4B3----------"
