"transcriber","alignment"
"B","b2b2b2D3D3D3D3b2D3F3D3F3F3F3D3F3F3F3b2D3D3D3D3D3F3D3F3F3--F3D3F3b2"
"tony (frame)","b2d3--D3e3A2--b2D3E3d3F3----D3e3d3D3b2d3D3d3D3d3E3D3E3F3E3F3D3D3A2"
