"transcriber","alignment"
"Cons","e4e4D4F4e4D4D4C4C4C4b3D4e4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4e4"
"spice","e4e4D4--e4d4D4C4----b3----F4F4E4F4e4F4--------------------------"
