"transcriber","alignment"
"B","e4e4G4b4--b4b4--a4G4F4e4C5C5C5a4G4F4e4C4b3b3e4e4G4F4----F4b4a4F4e4--"
"oaf","G4a4G4a4a4b4b4b3a4G4F4e4C5b4--a4G4F4b4b3e4g4F4F4G4G4b3E4F4b4b3a4e4b3"
