"transcriber","alignment"
"Cons","b3D4D4D4D4b3C4b3b3D4D4b3b3D4D4b3b3b3D4D4D4D4b3C4b3b3D4D4b3b3D4D4b3b3D4D4D4D4D4b3C4b3b3D4"
"tony (note)","--D4D4D4--b3C4b3e4B3A3d4b3----b3B3d4D4D4B3b3g3C4B3B3g3D4B3b3e4D4----D4D4B3d4B3G3------D4"
