"transcriber","alignment"
"A","F2b2b2D3D3b2D3F3D3F3F3F3D3D3b2D3D3D3D3F3D3F3F3--F3D3D3b2"
"stf","--b2d3D3D3A2b2--D3E3F3D3D3D3A2d3D3d3D3d3d3e3D3E3F3D3D3A2"
