"transcriber","alignment"
"Cons","a4g4F4a4b4a4--g4F4g4a4F4e4d4F4g4a4e4F4d4C4g4a4g4F4"
"ss-pnn","a4g4F4a4b4a4G4g4F4G4--F4--d4F4----e4F4--C4g4a4g4F4"
