"transcriber","alignment"
"Cons","E4--E4g4g4E4E4--E4E4E4g4E4E4d4d4A3A3d4E4d4B3d4e4d4B3"
"melodia","E4e4E4F4F4e4E4e4E4E4E4F4e4E4d4a3b3d4e4C4b3D4d4--d4B3"
