"transcriber","alignment"
"Pub","e5d5d5--B4a4a4B4E4g4g4g4d4E4g4g4d5d5B4e5d5g4d5d5B4a4B4"
"tony (note)","e5d5d5d5B4A4G4B4F4g4E4D4F4G4g4D5d5--B4e5d5g4D5d5B4a4B4"
