"transcriber","alignment"
"B","B3b3a3G3--b3a3a3b3a3a3--------a3--b3a3E3d3e3d3e3E3a3a3E3e3E3e3"
"madmom","A3b3B3B3B3b3b3a3b3a3a3G3G3G3G3a3G3b3b3a3a3a3E3e3a3a3a3E3--E3e3"
