"transcriber","alignment"
"B","B3d4d4d4d4B3d4d4d4d4d4a3a3g3B3d4d4d4d4d4B3E4E4E4d4B3a3g3"
"ss-pnn","B4d5B4B4g4--d4B3d4----a3B4B4g4d4B3d4a3B4d5B4a4----------"
