"transcriber","alignment"
"Cons","b2b2b2D3D3D3D3b2D3F3D3F3F3F3D3F3D3b2D3D3D3--D3F3D3F3F3F3D3F3b2--"
"madmom","b2d3--D3D3D3e3--D3e3E3F3F3F3D3d3D3D3d3D3D3e3D3e3E3F3F3F3D3D3D3D3"
