"transcriber","alignment"
"A","D4A3D4D4A3d3E3A3A3E3A3D4D4E3--D4A3A3E3D3E3C3"
"madmom","D4A3A3D4A3C4E3F3A3B3A3A3D4C4d4D4b3A3E3--E3--"
