"transcriber","alignment"
"C","B3d4d4d4----d4--B3d4d4d4d4a3a3g3B3d4------d4d4d4B3E4E4E4d4B3a3g3--------"
"tony (note)","B4d5E4B4B4a4d4C4B3d4g3B4B4d5B4E3E3b4C5B2b3d4d4d4B3e4d4a3g3B4B4C5E3e3B4C5"
