"transcriber","alignment"
"C","A3F3e4D4F3e3D3D3b3A3D3E3E3D3D3G3F3C3A2A2A2A2F3C3A2A3A3d4d4d4A3d4A3A3A3F3b3A3F3E3D3D3b3A3D3E3E3D3D3G3F3C3A2A2A2A2"
"oaf","b2----------------------------------A2B2d3A2d3--------d4a2a2------------------E3----------------------C3--------"
