"transcriber","alignment"
"Cons","B2a3a3E3d3d3d3e3e3g3g3e3d3B2B2E3E3a3g3E3g3d3d3e3e3g3B2E3--"
"tony (frame)","E2A2a3E3A2d3C3A2e3g3D3e3------E3E3C3------d3D3e3E3E3e3E3A2"
