"transcriber","alignment"
"Cons","a3a3a4e4F4C4b3a3a3a3a4e4F4C4e4F4a3a4e4F4C4b3a3C4b3a3a3F3"
"crepe","a3G4--e4B3C4A3a3G3a3--e4--C4e4F4G3--e4E4--b3a3C4b3----F3"
