"transcriber","alignment"
"B","b2b2b2D3D3D3D3b2D3F3D3F3F3F3D3F3F3F3b2D3D3D3D3D3F3D3F3F3F3D3F3b2"
"spice","e3E3--------------F3e3------D3E3F3F3----------------------------"
