"transcriber","alignment"
"B","d4C4b3d4d4d4d4d4C4b3C4d4C4d4b3d4d4d4d4d4d4b3g3g3g3g3g3g3b3d4d4C4b3C4d4d4C4b3"
"oaf","d4C4b3e3--------C4B3B3B3----b3B3e3e3B3B3--b3G3F3E3------b3B3G3--b3B3A3------"
