"transcriber","alignment"
"B","a3d4e4E4E4E4g4e4E4g4e4E4e4d4C4d4C4d4e4E4g4e4E4e4E4e4d4B3d4e4E4E4E4e4g4E4e4E4E4g4e4E4E4E4e4d4B3d4d4"
"tony (note)","b3d4D4E4E4E4g4--E4g4--E4F4F4e4d4C4d4D4E4g4--E4--E4F4D4B3d4e4E4------g4E4F4------e4F4----e4d4C4d4--"
