"transcriber","alignment"
"B","C4C4b3a3C4e4b3C4--C4C4b3a3b3C4C4b3C4e4C4b3a3C4C4e4C4C4b3a3b3e4G3e4d4d4"
"madmom","C4C4B3--C4--b3C4B3C4C4C4a3b3b3b3B3C4e4--b3a3C4b3B3------a3b3e4a3------"
