"transcriber","alignment"
"C","D3e3D3e3D3D3F3b2b2b2b2b2b2D3b2F2F2F2F2F2F2F2D3e3D3e3D3e3D3e3D3e3D3b2b2b2b2D3b2b2b2b2b2C3b2C3b2b2b2b2b2C3b2b2b2b2b2b2b2b2b2b2b2"
"stf","D3D3g2e3------b2d3A2a2E3C3----F2------------D3G2D3d3--------------b2b2d3B2--b2B2b2a2b2D3--------------------------------------"
