"transcriber","alignment"
"Cons","--a4g4F4a4b4a4g4F4g4a4F4e4d4--F4g4a4e4F4d4C4g4--a4--g4--F4----"
"oaf","G4a4g4F4b3a4a4g4F4C4d4b3C4d4C4F4g4e4e4E4d4C4g4g4a4E4g4E4F4e4d4"
