"transcriber","alignment"
"C","a4g4F4--------a4b4a4g4--F4g4a4F4e4d4F4g4a4e4--F4d4----C4g4a4g4F4------"
"madmom","a4a4F4C4F4g4G4a4b4a4g4g4F4g4e4F4d4d4e4g4a4e4e4F4d4F4e4C4d4g4g4F4F4e4d4"
