"transcriber","alignment"
"B","G4G4G4C4C4E4D4C4C4C4G3G3C4G4G4G4C4C4E4D4C4C4C4G3G3C4G4G4C4E4D4C4C4G3G3C4G4G4G4C4C4E4D4C4G3"
"crepe","------C4B3g4--C4C4a4C5G3------------------------------------------------------------------"
