"transcriber","alignment"
"Cons","e4e4e4e4b3e4e4G4F4e4G4F4e4e4e4b3e4e4e4F4e4C4b3e4e4G4F4e4e4b3e4e4e4F4e4C4b3e4e4G4F4e4e4e4b3D4C4C4C4b3D4C4C4C4b3D4C4C4C4b3D4C4C4C4b3"
"tony (frame)","E4e4B3e4g4e4g4E4--e4B3--e4----------------C4--e4g4----e4--b3e4E4e4B3e4----e4g4----e4B3d4B3D4d4B3d4B3d4d4B3------------------------"
