"transcriber","alignment"
"B","D3e3D3e3D3e3b2b2b2b2D3F2F2F2F2D3e3D3e3D3e3D3e3D3b2b2C3b2C3b2b2b2b2b2C3b2b2b2b2b2b2b2b2b2b2b2"
"tony (frame)","D3e3D3------b2b2----D3--------D3A2--------------b2B2--b2--b2b2b2----------------------------"
