"transcriber","alignment"
"C","a4g4F4a4b4a4g4F4g4a4F4e4d4F4g4a4e4F4d4C4g4a4g4F4--"
"tony (frame)","a2a3g3F3a3a3g3F3F3g2g2F2g3g3a2F3d2d3g3a3g4F4e4d3d4"
