"transcriber","alignment"
"Cons","a3a3a4e4F4C4b3a3a3a3a4e4F4C4e4--F4a3a4e4F4C4b3a3C4b3a3a3F3"
"tony (note)","a3a3G4e4e4C4A3a3G3----e4F4C4e4e4F4a3G4e4F4--b3a3C4b3----F3"
