"transcriber","alignment"
"Pub","e4e4e4D4e4F4e4D4D4D4C4D4D4e4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4F4e4"
"crepe","e4----D4E4F4e4D4----C4D4----F4F4E4F4F4F4F4--------------------e4"
