"transcriber","alignment"
"Pub","G3G3F3F3F3F3A3A3A3A3A3G3F3F3F3G3A3b3A3G3G3F3F3F3C4C4C4C4G3b3"
"tony (note)","G3G3F3b3----A3--------G3F3F3--G3b3B3A3G3a3F3----C4a3d4B3G3b3"
