"transcriber","alignment"
"C","g4g4g4g4E4d4g4g4g4g4E4d4g4g4g4g4E4d4g4g4g4g4g4E4d4g4g4g4g4g4g4E4d4g4g4g4g4g4g4g4E4d4g4g4g4g4E4d4"
"tony (note)","C3g4g4D4B2B2g4D4B2B2F4D4B2C3D4F4----g4g4F4------d4B2B2F4D4B2D2B2D4------------------------------"
