"transcriber","alignment"
"A","B3d4b3d4d4d4d4d4d4d4d4d4d4d4d4d4b3g3F3F3F3F3F3F3a3B3B3B3B3a3a3b3a3"
"melodia","d4d4d4d4C4d4d4B3d4C4d4d4d4d4d4d4d4d4------------------------------"
