"transcriber","alignment"
"B","b3A3C4b3A3A3A3A3A3G3G3A3G3G3G3G3G3A3A3A3A3G3G3G3G3G3G3"
"tony (frame)","b3B3A3b3A3a3A3a3--G3--A3b3--------A3a3----G3G3G3------"
