"transcriber","alignment"
"A","F2b2b2D3D3b2D3F3D3F3F3F3D3D3b2D3D3D3D3F3D3F3F3F3D3D3b2"
"ad-nnmf","--------------F3G2F3F3F3--------------F3--------------"
