"transcriber","alignment"
"A","A3A3A3g3E3D3D3g3D3E3D3D3g3A2B2A2A2A2A3A3D4D4D4A3D4A3A3A3g3A3g3E3D3D3g3D3E3D3D3g3A2B2A2A2"
"stf","--------------------------A2--A2A2A2b2d3b3D4D4A2b3------------E3----------------A2B2----"
