"transcriber","alignment"
"C","B3d4d4d4d4B3d4d4d4d4a3a3g3B3d4d4d4d4B3E4E4E4d4B3a3g3"
"spice","B4B4B4d4B4B4B4d4e4B4B4B4----------------------------"
