"transcriber","alignment"
"C","B3b3a3b3a3a3G3b3a3a3a3b3a3G3E3E3e3d3e3E3a3a3--G3E3e3e3"
"tony (note)","A3B3a3b3a3a3G3G3G3b3a3--a3G3E3E3d3e3e3E3a3a3a3G3E3----"
