"transcriber","alignment"
"B","C4C4b3a3C4e4b3C4C4C4b3a3b3C4C4b3C4e4C4b3a3C4C4e4C4C4b3a3b3e4G3e4d4d4"
"stf","C4B3----C4--b3a3----b3--b3C4a3b3B3a3--b3------------b3--b3----------"
